Rep	Year	RepSeason	Species	IndID	Status	Natal_X	Natal_Y	X	Y	Sex	ProbViable	DistMoved
0	150	0	0	1273288	0	7	102	7	102	0	0.902849	0
0	150	0	0	1272263	5	7	103	7	102	1	0.907793	100
0	150	0	0	1272291	5	7	103	7	102	0	0.910933	100
0	150	0	0	1274303	5	7	100	7	102	0	0.896144	200
0	150	0	0	1273308	0	3	95	3	95	0	0.91363	0
0	150	0	0	1273302	0	3	95	3	95	1	0.91089	0
0	150	0	0	1273296	0	3	95	3	95	1	0.893896	0
0	150	0	0	1273315	0	3	95	3	95	1	0.903432	0
0	150	0	0	1273307	0	3	95	3	95	0	0.92268	0
0	150	0	0	1273309	0	3	95	3	95	0	0.898922	0
0	150	0	0	1273311	0	3	95	3	95	1	0.907012	0
0	150	0	0	1273298	0	3	95	3	95	0	0.895292	0
0	150	0	0	1273319	0	3	95	3	95	1	0.915434	0
0	150	0	0	1273295	0	3	95	3	95	1	0.896847	0
0	150	0	0	1273292	0	3	95	3	95	0	0.902198	0
0	150	0	0	1273320	0	3	95	3	95	1	0.908863	0
0	150	0	0	1273294	0	3	95	3	95	0	0.897301	0
0	150	0	0	1273290	0	3	95	3	95	0	0.895171	0
0	150	0	0	1273303	0	3	95	3	95	0	0.896404	0
0	150	0	0	1273300	0	3	95	3	95	0	0.888785	0
0	150	0	0	1273310	0	3	95	3	95	0	0.907493	0
0	150	0	0	1273297	0	3	95	3	95	0	0.898016	0
0	150	0	0	1273305	0	3	95	3	95	1	0.899351	0
0	150	0	0	1273299	0	3	95	3	95	1	0.889806	0
0	150	0	0	1273306	0	3	95	3	95	0	0.893928	0
0	150	0	0	1273324	0	3	95	3	95	0	0.893481	0
0	150	0	0	1273291	0	3	95	3	95	0	0.893574	0
0	150	0	0	1273325	0	3	95	3	95	0	0.902812	0
0	150	0	0	1273322	0	3	95	3	95	1	0.898599	0
0	150	0	0	1273317	0	3	95	3	95	1	0.909187	0
0	150	0	0	1273323	0	3	95	3	95	1	0.905916	0
0	150	0	0	1273289	0	3	95	3	95	1	0.905665	0
0	150	0	0	1273321	0	3	95	3	95	1	0.905568	0
0	150	0	0	1273304	0	3	95	3	95	0	0.896824	0
0	150	0	0	1273314	0	3	95	3	95	0	0.906087	0
0	150	0	0	1273293	0	3	95	3	95	1	0.891409	0
0	150	0	0	1273301	0	3	95	3	95	0	0.905643	0
0	150	0	0	1276105	5	4	92	3	95	0	0.890056	316.228
0	150	0	0	1273339	0	5	76	5	76	1	0.89795	0
0	150	0	0	1273327	0	5	76	5	76	1	0.888688	0
0	150	0	0	1273333	0	5	76	5	76	0	0.894697	0
0	150	0	0	1273340	0	5	76	5	76	1	0.902291	0
0	150	0	0	1273330	0	5	76	5	76	0	0.892513	0
0	150	0	0	1273335	0	5	76	5	76	1	0.886641	0
0	150	0	0	1273328	0	5	76	5	76	1	0.892011	0
0	150	0	0	1273336	0	5	76	5	76	0	0.88872	0
0	150	0	0	1273341	0	5	76	5	76	1	0.899576	0
0	150	0	0	1273332	0	5	76	5	76	0	0.886475	0
0	150	0	0	1273329	0	5	76	5	76	0	0.902019	0
0	150	0	0	1273326	0	5	76	5	76	1	0.880204	0
0	150	0	0	1273331	0	5	76	5	76	0	0.881558	0
0	150	0	0	1275631	5	7	77	5	76	1	0.90898	223.607
0	150	0	0	1273346	0	6	128	6	128	0	0.902711	0
0	150	0	0	1273344	0	6	128	6	128	0	0.893945	0
0	150	0	0	1273345	0	6	128	6	128	0	0.911456	0
0	150	0	0	1273343	0	6	128	6	128	1	0.906716	0
0	150	0	0	1273348	0	6	128	6	128	0	0.906098	0
0	150	0	0	1270811	5	7	127	6	128	0	0.903283	141.421
0	150	0	0	1276555	4	4	131	6	128	0	0.910776	360.555
0	150	0	0	1273361	0	11	83	11	83	1	0.911786	0
0	150	0	0	1273350	0	11	83	11	83	1	0.866514	0
0	150	0	0	1273357	0	11	83	11	83	0	0.900488	0
0	150	0	0	1273362	0	11	83	11	83	0	0.911793	0
0	150	0	0	1273353	0	11	83	11	83	0	0.890389	0
0	150	0	0	1273358	0	11	83	11	83	1	0.904595	0
0	150	0	0	1273351	0	11	83	11	83	0	0.886494	0
0	150	0	0	1273360	0	11	83	11	83	0	0.876129	0
0	150	0	0	1273363	0	11	83	11	83	0	0.902596	0
0	150	0	0	1273356	0	11	83	11	83	1	0.894217	0
0	150	0	0	1273352	0	11	83	11	83	0	0.887148	0
0	150	0	0	1273349	0	11	83	11	83	0	0.877671	0
0	150	0	0	1273354	0	11	83	11	83	1	0.877878	0
0	150	0	0	1270985	5	10	82	11	83	0	0.895353	141.421
0	150	0	0	1272211	4	12	81	11	83	0	0.907089	223.607
0	150	0	0	1273387	0	5	99	5	99	0	0.894559	0
0	150	0	0	1273381	0	5	99	5	99	1	0.906262	0
0	150	0	0	1273374	0	5	99	5	99	1	0.898732	0
0	150	0	0	1273392	0	5	99	5	99	1	0.896469	0
0	150	0	0	1273386	0	5	99	5	99	0	0.900777	0
0	150	0	0	1273388	0	5	99	5	99	1	0.886762	0
0	150	0	0	1273406	0	5	99	5	99	1	0.906784	0
0	150	0	0	1273377	0	5	99	5	99	1	0.908283	0
0	150	0	0	1273395	0	5	99	5	99	0	0.890932	0
0	150	0	0	1273372	0	5	99	5	99	0	0.894075	0
0	150	0	0	1273369	0	5	99	5	99	0	0.903222	0
0	150	0	0	1273396	0	5	99	5	99	1	0.894967	0
0	150	0	0	1273371	0	5	99	5	99	1	0.902684	0
0	150	0	0	1273366	0	5	99	5	99	1	0.887003	0
0	150	0	0	1273382	0	5	99	5	99	1	0.911521	0
0	150	0	0	1273379	0	5	99	5	99	0	0.910036	0
0	150	0	0	1273389	0	5	99	5	99	1	0.908218	0
0	150	0	0	1273375	0	5	99	5	99	1	0.892484	0
0	150	0	0	1273384	0	5	99	5	99	1	0.907558	0
0	150	0	0	1273378	0	5	99	5	99	1	0.905691	0
0	150	0	0	1273385	0	5	99	5	99	0	0.904181	0
0	150	0	0	1273404	0	5	99	5	99	1	0.904965	0
0	150	0	0	1273368	0	5	99	5	99	0	0.898368	0
0	150	0	0	1273403	0	5	99	5	99	0	0.881844	0
0	150	0	0	1273400	0	5	99	5	99	1	0.892434	0
0	150	0	0	1273394	0	5	99	5	99	0	0.880549	0
0	150	0	0	1273401	0	5	99	5	99	0	0.897799	0
0	150	0	0	1273365	0	5	99	5	99	1	0.89188	0
0	150	0	0	1273398	0	5	99	5	99	0	0.890058	0
0	150	0	0	1273383	0	5	99	5	99	0	0.900011	0
0	150	0	0	1273391	0	5	99	5	99	1	0.89108	0
0	150	0	0	1273407	0	5	99	5	99	1	0.915268	0
0	150	0	0	1273380	0	5	99	5	99	0	0.899235	0
0	150	0	0	1273402	0	5	99	5	99	0	0.890192	0
0	150	0	0	1273390	0	5	99	5	99	0	0.907952	0
0	150	0	0	1273405	0	5	99	5	99	1	0.91146	0
0	150	0	0	1273370	0	5	99	5	99	0	0.896642	0
0	150	0	0	1274411	4	4	99	5	99	1	0.915447	100
0	150	0	0	1274420	4	4	99	5	99	1	0.902822	100
0	150	0	0	1273435	0	1	92	1	92	0	0.912197	0
0	150	0	0	1273427	0	1	92	1	92	0	0.90263	0
0	150	0	0	1273420	0	1	92	1	92	0	0.907897	0
0	150	0	0	1273429	0	1	92	1	92	0	0.910872	0
0	150	0	0	1273433	0	1	92	1	92	1	0.901054	0
0	150	0	0	1273436	0	1	92	1	92	0	0.920745	0
0	150	0	0	1273413	0	1	92	1	92	0	0.911789	0
0	150	0	0	1273422	0	1	92	1	92	1	0.898806	0
0	150	0	0	1273425	0	1	92	1	92	0	0.900979	0
0	150	0	0	1273419	0	1	92	1	92	1	0.906469	0
0	150	0	0	1273414	0	1	92	1	92	0	0.904882	0
0	150	0	0	1273410	0	1	92	1	92	0	0.900346	0
0	150	0	0	1273418	0	1	92	1	92	1	0.883981	0
0	150	0	0	1273412	0	1	92	1	92	0	0.896722	0
0	150	0	0	1273428	0	1	92	1	92	1	0.909978	0
0	150	0	0	1273424	0	1	92	1	92	1	0.906996	0
0	150	0	0	1273415	0	1	92	1	92	0	0.90497	0
0	150	0	0	1273421	0	1	92	1	92	1	0.895354	0
0	150	0	0	1273430	0	1	92	1	92	0	0.909362	0
0	150	0	0	1273423	0	1	92	1	92	0	0.905328	0
0	150	0	0	1273432	0	1	92	1	92	1	0.90477	0
0	150	0	0	1272396	5	0	90	1	92	0	0.883505	223.607
0	150	0	0	1276277	5	0	87	1	92	1	0.90724	509.902
0	150	0	0	1273442	0	6	69	6	69	0	0.908435	0
0	150	0	0	1273440	0	6	69	6	69	0	0.90348	0
0	150	0	0	1273446	0	6	69	6	69	0	0.910328	0
0	150	0	0	1273439	0	6	69	6	69	1	0.906257	0
0	150	0	0	1273443	0	6	69	6	69	1	0.912981	0
0	150	0	0	1273444	0	6	69	6	69	0	0.917806	0
0	150	0	0	1273441	0	6	69	6	69	0	0.897588	0
0	150	0	0	1273445	0	6	69	6	69	0	0.915791	0
0	150	0	0	1270427	5	2	132	4	134	1	0.915216	282.843
0	150	0	0	1275811	5	0	132	4	134	1	0.8895	447.214
0	150	0	0	1276698	5	4	126	4	134	1	0.906233	800
0	150	0	0	1273469	0	6	85	6	85	1	0.913853	0
0	150	0	0	1273463	0	6	85	6	85	1	0.901933	0
0	150	0	0	1273457	0	6	85	6	85	1	0.910436	0
0	150	0	0	1273476	0	6	85	6	85	0	0.893568	0
0	150	0	0	1273468	0	6	85	6	85	0	0.902585	0
0	150	0	0	1273470	0	6	85	6	85	0	0.898668	0
0	150	0	0	1273473	0	6	85	6	85	1	0.899832	0
0	150	0	0	1273459	0	6	85	6	85	1	0.896317	0
0	150	0	0	1273478	0	6	85	6	85	0	0.901682	0
0	150	0	0	1273456	0	6	85	6	85	0	0.91725	0
0	150	0	0	1273451	0	6	85	6	85	0	0.903873	0
0	150	0	0	1273479	0	6	85	6	85	0	0.902278	0
0	150	0	0	1273453	0	6	85	6	85	0	0.916788	0
0	150	0	0	1273448	0	6	85	6	85	1	0.905484	0
0	150	0	0	1273464	0	6	85	6	85	0	0.907027	0
0	150	0	0	1273461	0	6	85	6	85	0	0.897387	0
0	150	0	0	1273472	0	6	85	6	85	0	0.900368	0
0	150	0	0	1273458	0	6	85	6	85	0	0.902872	0
0	150	0	0	1273466	0	6	85	6	85	1	0.898103	0
0	150	0	0	1273460	0	6	85	6	85	1	0.910471	0
0	150	0	0	1273467	0	6	85	6	85	1	0.911618	0
0	150	0	0	1273452	0	6	85	6	85	0	0.923909	0
0	150	0	0	1273450	0	6	85	6	85	0	0.90507	0
0	150	0	0	1273462	0	6	85	6	85	1	0.894077	0
0	150	0	0	1273481	0	6	85	6	85	1	0.916434	0
0	150	0	0	1273477	0	6	85	6	85	1	0.908252	0
0	150	0	0	1273482	0	6	85	6	85	1	0.899327	0
0	150	0	0	1273447	0	6	85	6	85	1	0.902478	0
0	150	0	0	1273480	0	6	85	6	85	1	0.899686	0
0	150	0	0	1273465	0	6	85	6	85	1	0.899583	0
0	150	0	0	1273475	0	6	85	6	85	0	0.89238	0
0	150	0	0	1271333	4	5	83	6	85	0	0.892378	223.607
0	150	0	0	1276625	5	5	86	6	85	1	0.911309	141.421
0	150	0	0	1273486	0	6	65	6	65	1	0.903124	0
0	150	0	0	1273484	0	6	65	6	65	1	0.900394	0
0	150	0	0	1273490	0	6	65	6	65	1	0.899847	0
0	150	0	0	1273483	0	6	65	6	65	1	0.896223	0
0	150	0	0	1273487	0	6	65	6	65	0	0.898409	0
0	150	0	0	1273489	0	6	65	6	65	1	0.902321	0
0	150	0	0	1273485	0	6	65	6	65	1	0.902837	0
0	150	0	0	1273505	0	13	78	13	78	1	0.884168	0
0	150	0	0	1273508	0	13	78	13	78	0	0.889977	0
0	150	0	0	1273500	0	13	78	13	78	1	0.894386	0
0	150	0	0	1273506	0	13	78	13	78	1	0.897158	0
0	150	0	0	1273496	0	13	78	13	78	1	0.906751	0
0	150	0	0	1273501	0	13	78	13	78	0	0.908311	0
0	150	0	0	1273493	0	13	78	13	78	1	0.889437	0
0	150	0	0	1273503	0	13	78	13	78	0	0.889244	0
0	150	0	0	1273507	0	13	78	13	78	1	0.897784	0
0	150	0	0	1273499	0	13	78	13	78	1	0.888188	0
0	150	0	0	1273494	0	13	78	13	78	0	0.891673	0
0	150	0	0	1273491	0	13	78	13	78	0	0.880198	0
0	150	0	0	1273497	0	13	78	13	78	1	0.904133	0
0	150	0	0	1273492	0	13	78	13	78	1	0.890933	0
0	150	0	0	1273903	5	7	81	13	78	1	0.905234	670.82
0	150	0	0	1273535	0	19	102	19	102	0	0.907664	0
0	150	0	0	1273526	0	19	102	19	102	1	0.901742	0
0	150	0	0	1273517	0	19	102	19	102	0	0.902069	0
0	150	0	0	1273541	0	19	102	19	102	1	0.907981	0
0	150	0	0	1273534	0	19	102	19	102	0	0.910443	0
0	150	0	0	1273536	0	19	102	19	102	1	0.905241	0
0	150	0	0	1273538	0	19	102	19	102	0	0.911903	0
0	150	0	0	1273521	0	19	102	19	102	0	0.915079	0
0	150	0	0	1273544	0	19	102	19	102	1	0.909893	0
0	150	0	0	1273516	0	19	102	19	102	0	0.898976	0
0	150	0	0	1273513	0	19	102	19	102	0	0.921877	0
0	150	0	0	1273545	0	19	102	19	102	1	0.895751	0
0	150	0	0	1273515	0	19	102	19	102	1	0.895295	0
0	150	0	0	1273510	0	19	102	19	102	0	0.9257	0
0	150	0	0	1273529	0	19	102	19	102	0	0.90955	0
0	150	0	0	1273524	0	19	102	19	102	0	0.906809	0
0	150	0	0	1273537	0	19	102	19	102	1	0.900992	0
0	150	0	0	1273520	0	19	102	19	102	0	0.895168	0
0	150	0	0	1273532	0	19	102	19	102	0	0.905725	0
0	150	0	0	1273523	0	19	102	19	102	1	0.90437	0
0	150	0	0	1273533	0	19	102	19	102	1	0.913639	0
0	150	0	0	1273551	0	19	102	19	102	0	0.908181	0
0	150	0	0	1273511	0	19	102	19	102	1	0.920847	0
0	150	0	0	1273525	0	19	102	19	102	1	0.898288	0
0	150	0	0	1273549	0	19	102	19	102	0	0.914851	0
0	150	0	0	1273542	0	19	102	19	102	0	0.907339	0
0	150	0	0	1273550	0	19	102	19	102	1	0.914088	0
0	150	0	0	1273509	0	19	102	19	102	1	0.905952	0
0	150	0	0	1273548	0	19	102	19	102	1	0.909254	0
0	150	0	0	1273531	0	19	102	19	102	0	0.907289	0
0	150	0	0	1273539	0	19	102	19	102	1	0.900721	0
0	150	0	0	1273514	0	19	102	19	102	0	0.910099	0
0	150	0	0	1275368	5	18	103	19	102	1	0.903773	141.421
0	150	0	0	1277486	5	18	104	19	102	0	0.908082	223.607
0	150	0	0	1273563	0	8	121	8	121	0	0.910467	0
0	150	0	0	1273567	0	8	121	8	121	1	0.918319	0
0	150	0	0	1273560	0	8	121	8	121	1	0.889917	0
0	150	0	0	1273570	0	8	121	8	121	1	0.9099	0
0	150	0	0	1273573	0	8	121	8	121	0	0.900688	0
0	150	0	0	1273572	0	8	121	8	121	1	0.89632	0
0	150	0	0	1273555	0	8	121	8	121	1	0.884529	0
0	150	0	0	1273562	0	8	121	8	121	1	0.906213	0
0	150	0	0	1273566	0	8	121	8	121	0	0.916685	0
0	150	0	0	1273559	0	8	121	8	121	1	0.906839	0
0	150	0	0	1273556	0	8	121	8	121	1	0.881909	0
0	150	0	0	1273553	0	8	121	8	121	0	0.904267	0
0	150	0	0	1273558	0	8	121	8	121	1	0.909476	0
0	150	0	0	1273554	0	8	121	8	121	1	0.913609	0
0	150	0	0	1273569	0	8	121	8	121	1	0.900036	0
0	150	0	0	1273564	0	8	121	8	121	0	0.892623	0
0	150	0	0	1273557	0	8	121	8	121	1	0.896657	0
0	150	0	0	1273561	0	8	121	8	121	1	0.892622	0
0	150	0	0	1273571	0	8	121	8	121	1	0.899344	0
0	150	0	0	1272852	5	8	122	8	121	0	0.899577	100
0	150	0	0	1273586	0	15	83	15	83	0	0.903616	0
0	150	0	0	1273590	0	15	83	15	83	0	0.89983	0
0	150	0	0	1273582	0	15	83	15	83	0	0.896501	0
0	150	0	0	1273587	0	15	83	15	83	1	0.89047	0
0	150	0	0	1273579	0	15	83	15	83	1	0.888827	0
0	150	0	0	1273583	0	15	83	15	83	0	0.912144	0
0	150	0	0	1273577	0	15	83	15	83	0	0.887762	0
0	150	0	0	1273584	0	15	83	15	83	0	0.914179	0
0	150	0	0	1273589	0	15	83	15	83	1	0.892333	0
0	150	0	0	1273581	0	15	83	15	83	0	0.894551	0
0	150	0	0	1273578	0	15	83	15	83	0	0.900284	0
0	150	0	0	1273575	0	15	83	15	83	1	0.910491	0
0	150	0	0	1273580	0	15	83	15	83	1	0.884183	0
0	150	0	0	1273576	0	15	83	15	83	1	0.90584	0
0	150	0	0	1273591	0	15	83	15	83	1	0.909069	0
0	150	0	0	1273254	4	18	83	15	83	1	0.902407	300
0	150	0	0	1273364	5	11	83	15	83	1	0.898534	400
0	150	0	0	1274637	5	15	84	15	83	0	0.902172	100
0	150	0	0	1273618	0	7	104	7	104	0	0.881757	0
0	150	0	0	1273611	0	7	104	7	104	1	0.875064	0
0	150	0	0	1273602	0	7	104	7	104	0	0.892279	0
0	150	0	0	1273623	0	7	104	7	104	1	0.918906	0
0	150	0	0	1273617	0	7	104	7	104	1	0.893556	0
0	150	0	0	1273619	0	7	104	7	104	1	0.902402	0
0	150	0	0	1273621	0	7	104	7	104	1	0.897276	0
0	150	0	0	1273604	0	7	104	7	104	0	0.888755	0
0	150	0	0	1273625	0	7	104	7	104	1	0.891277	0
0	150	0	0	1273601	0	7	104	7	104	1	0.887093	0
0	150	0	0	1273597	0	7	104	7	104	1	0.897968	0
0	150	0	0	1273626	0	7	104	7	104	0	0.873889	0
0	150	0	0	1273600	0	7	104	7	104	1	0.908645	0
0	150	0	0	1273593	0	7	104	7	104	1	0.891595	0
0	150	0	0	1273612	0	7	104	7	104	1	0.893385	0
0	150	0	0	1273606	0	7	104	7	104	1	0.910497	0
0	150	0	0	1273620	0	7	104	7	104	1	0.899744	0
0	150	0	0	1273603	0	7	104	7	104	1	0.881341	0
0	150	0	0	1273615	0	7	104	7	104	0	0.898182	0
0	150	0	0	1273605	0	7	104	7	104	0	0.890403	0
0	150	0	0	1273616	0	7	104	7	104	0	0.890816	0
0	150	0	0	1273598	0	7	104	7	104	1	0.888176	0
0	150	0	0	1273596	0	7	104	7	104	1	0.891793	0
0	150	0	0	1273610	0	7	104	7	104	1	0.892885	0
0	150	0	0	1273614	0	7	104	7	104	1	0.870119	0
0	150	0	0	1273624	0	7	104	7	104	1	0.912249	0
0	150	0	0	1273622	0	7	104	7	104	1	0.898467	0
0	150	0	0	1273592	0	7	104	7	104	0	0.909004	0
0	150	0	0	1271856	5	8	106	7	104	0	0.892549	223.607
0	150	0	0	1272284	4	7	103	7	104	1	0.904305	100
0	150	0	0	1273279	4	7	102	7	104	1	0.909588	200
0	150	0	0	1274855	5	6	105	7	104	0	0.912886	141.421
0	150	0	0	1274858	4	6	105	7	104	1	0.902879	141.421
0	150	0	0	1273632	0	10	80	10	80	0	0.900282	0
0	150	0	0	1273628	0	10	80	10	80	1	0.903089	0
0	150	0	0	1273637	0	10	80	10	80	1	0.888521	0
0	150	0	0	1273627	0	10	80	10	80	1	0.905744	0
0	150	0	0	1273633	0	10	80	10	80	0	0.895529	0
0	150	0	0	1273635	0	10	80	10	80	1	0.901013	0
0	150	0	0	1273629	0	10	80	10	80	1	0.896337	0
0	150	0	0	1273636	0	10	80	10	80	1	0.899226	0
0	150	0	0	1276937	4	7	83	10	80	1	0.915605	424.264
0	150	0	0	1273660	0	16	104	16	104	1	0.906715	0
0	150	0	0	1273654	0	16	104	16	104	0	0.893798	0
0	150	0	0	1273647	0	16	104	16	104	1	0.915642	0
0	150	0	0	1273665	0	16	104	16	104	1	0.900895	0
0	150	0	0	1273659	0	16	104	16	104	0	0.910083	0
0	150	0	0	1273661	0	16	104	16	104	0	0.893029	0
0	150	0	0	1273663	0	16	104	16	104	0	0.913211	0
0	150	0	0	1273649	0	16	104	16	104	1	0.908358	0
0	150	0	0	1273667	0	16	104	16	104	1	0.908202	0
0	150	0	0	1273644	0	16	104	16	104	0	0.909901	0
0	150	0	0	1273641	0	16	104	16	104	1	0.910928	0
0	150	0	0	1273668	0	16	104	16	104	1	0.903117	0
0	150	0	0	1273643	0	16	104	16	104	1	0.919864	0
0	150	0	0	1273639	0	16	104	16	104	0	0.904287	0
0	150	0	0	1273655	0	16	104	16	104	0	0.902391	0
0	150	0	0	1273651	0	16	104	16	104	0	0.908669	0
0	150	0	0	1273662	0	16	104	16	104	0	0.906171	0
0	150	0	0	1273648	0	16	104	16	104	0	0.912883	0
0	150	0	0	1273657	0	16	104	16	104	0	0.907646	0
0	150	0	0	1273650	0	16	104	16	104	0	0.91186	0
0	150	0	0	1273658	0	16	104	16	104	1	0.913968	0
0	150	0	0	1273642	0	16	104	16	104	0	0.903482	0
0	150	0	0	1273640	0	16	104	16	104	1	0.901151	0
0	150	0	0	1273652	0	16	104	16	104	0	0.904064	0
0	150	0	0	1273656	0	16	104	16	104	0	0.897913	0
0	150	0	0	1273666	0	16	104	16	104	0	0.905423	0
0	150	0	0	1273664	0	16	104	16	104	0	0.910594	0
0	150	0	0	1273638	0	16	104	16	104	1	0.896624	0
0	150	0	0	1273669	0	16	104	16	104	1	0.904734	0
0	150	0	0	1271844	5	12	110	16	104	1	0.904683	721.11
0	150	0	0	1275365	5	18	103	16	104	0	0.90213	223.607
0	150	0	0	1275371	4	18	103	16	104	1	0.895674	223.607
0	150	0	0	1277517	5	15	103	16	104	0	0.896146	141.421
0	150	0	0	1277539	5	15	103	16	104	1	0.89547	141.421
0	150	0	0	1273695	0	16	114	16	114	0	0.91583	0
0	150	0	0	1273689	0	16	114	16	114	0	0.907371	0
0	150	0	0	1273681	0	16	114	16	114	0	0.902221	0
0	150	0	0	1273702	0	16	114	16	114	1	0.915287	0
0	150	0	0	1273694	0	16	114	16	114	1	0.913102	0
0	150	0	0	1273696	0	16	114	16	114	0	0.924646	0
0	150	0	0	1273700	0	16	114	16	114	0	0.912754	0
0	150	0	0	1273683	0	16	114	16	114	1	0.911533	0
0	150	0	0	1273704	0	16	114	16	114	1	0.918951	0
0	150	0	0	1273680	0	16	114	16	114	1	0.912512	0
0	150	0	0	1273677	0	16	114	16	114	0	0.913113	0
0	150	0	0	1273706	0	16	114	16	114	0	0.911901	0
0	150	0	0	1273679	0	16	114	16	114	0	0.90887	0
0	150	0	0	1273675	0	16	114	16	114	1	0.919059	0
0	150	0	0	1273690	0	16	114	16	114	1	0.92142	0
0	150	0	0	1273685	0	16	114	16	114	1	0.92018	0
0	150	0	0	1273699	0	16	114	16	114	0	0.919584	0
0	150	0	0	1273682	0	16	114	16	114	0	0.920359	0
0	150	0	0	1273692	0	16	114	16	114	1	0.913926	0
0	150	0	0	1273684	0	16	114	16	114	0	0.912321	0
0	150	0	0	1273693	0	16	114	16	114	1	0.906206	0
0	150	0	0	1273678	0	16	114	16	114	0	0.908063	0
0	150	0	0	1273676	0	16	114	16	114	0	0.917633	0
0	150	0	0	1273688	0	16	114	16	114	0	0.912075	0
0	150	0	0	1273691	0	16	114	16	114	0	0.917478	0
0	150	0	0	1273703	0	16	114	16	114	0	0.923763	0
0	150	0	0	1273701	0	16	114	16	114	1	0.910621	0
0	150	0	0	1273672	0	16	114	16	114	1	0.910639	0
0	150	0	0	1273707	0	16	114	16	114	1	0.913097	0
0	150	0	0	1271011	4	16	110	16	114	1	0.906222	400
0	150	0	0	1271458	4	18	116	16	114	0	0.903386	282.843
0	150	0	0	1272028	5	16	111	16	114	1	0.90184	300
0	150	0	0	1276378	5	16	116	16	114	1	0.900314	200
0	150	0	0	1273711	0	5	74	5	74	1	0.879368	0
0	150	0	0	1273709	0	5	74	5	74	1	0.887473	0
0	150	0	0	1273716	0	5	74	5	74	0	0.883813	0
0	150	0	0	1273708	0	5	74	5	74	0	0.879604	0
0	150	0	0	1273712	0	5	74	5	74	0	0.882314	0
0	150	0	0	1273717	0	5	74	5	74	0	0.895127	0
0	150	0	0	1273710	0	5	74	5	74	0	0.892525	0
0	150	0	0	1273715	0	5	74	5	74	0	0.881754	0
0	150	0	0	1273713	0	5	74	5	74	0	0.891327	0
0	150	0	0	1270141	5	7	75	5	74	0	0.91357	223.607
0	150	0	0	1275492	5	0	74	5	74	0	0.893577	500
0	150	0	0	1275632	5	7	77	5	74	1	0.898249	360.555
0	150	0	0	1273732	0	10	79	10	79	0	0.87539	0
0	150	0	0	1273735	0	10	79	10	79	1	0.902521	0
0	150	0	0	1273729	0	10	79	10	79	0	0.908011	0
0	150	0	0	1273737	0	10	79	10	79	0	0.916506	0
0	150	0	0	1273725	0	10	79	10	79	0	0.901978	0
0	150	0	0	1273730	0	10	79	10	79	0	0.900911	0
0	150	0	0	1273722	0	10	79	10	79	0	0.905791	0
0	150	0	0	1273731	0	10	79	10	79	0	0.906566	0
0	150	0	0	1273734	0	10	79	10	79	1	0.900434	0
0	150	0	0	1273727	0	10	79	10	79	0	0.890849	0
0	150	0	0	1273724	0	10	79	10	79	0	0.894436	0
0	150	0	0	1273720	0	10	79	10	79	0	0.914848	0
0	150	0	0	1273726	0	10	79	10	79	0	0.894827	0
0	150	0	0	1273721	0	10	79	10	79	1	0.89339	0
0	150	0	0	1273736	0	10	79	10	79	0	0.917956	0
0	150	0	0	1273733	0	10	79	10	79	1	0.886933	0
0	150	0	0	1273845	5	9	77	10	79	0	0.904418	223.607
0	150	0	0	1275477	5	11	81	10	79	0	0.902657	223.607
0	150	0	0	1273765	0	9	80	9	80	0	0.917147	0
0	150	0	0	1273757	0	9	80	9	80	1	0.906089	0
0	150	0	0	1273747	0	9	80	9	80	1	0.90442	0
0	150	0	0	1273759	0	9	80	9	80	1	0.898616	0
0	150	0	0	1273764	0	9	80	9	80	1	0.89816	0
0	150	0	0	1273766	0	9	80	9	80	0	0.904197	0
0	150	0	0	1273742	0	9	80	9	80	0	0.904223	0
0	150	0	0	1273751	0	9	80	9	80	0	0.905766	0
0	150	0	0	1273756	0	9	80	9	80	0	0.907399	0
0	150	0	0	1273746	0	9	80	9	80	1	0.901021	0
0	150	0	0	1273743	0	9	80	9	80	1	0.907778	0
0	150	0	0	1273740	0	9	80	9	80	1	0.902818	0
0	150	0	0	1273745	0	9	80	9	80	1	0.909895	0
0	150	0	0	1273741	0	9	80	9	80	0	0.903283	0
0	150	0	0	1273758	0	9	80	9	80	1	0.902901	0
0	150	0	0	1273755	0	9	80	9	80	0	0.905889	0
0	150	0	0	1273768	0	9	80	9	80	1	0.915196	0
0	150	0	0	1273749	0	9	80	9	80	0	0.90225	0
0	150	0	0	1273761	0	9	80	9	80	1	0.911173	0
0	150	0	0	1273752	0	9	80	9	80	1	0.906851	0
0	150	0	0	1273763	0	9	80	9	80	1	0.902247	0
0	150	0	0	1273744	0	9	80	9	80	0	0.910621	0
0	150	0	0	1276345	4	9	81	9	80	0	0.892784	100
0	150	0	0	1276374	4	9	81	9	80	0	0.901383	100
0	150	0	0	1273781	0	10	73	10	73	0	0.890777	0
0	150	0	0	1273785	0	10	73	10	73	1	0.89893	0
0	150	0	0	1273777	0	10	73	10	73	1	0.889991	0
0	150	0	0	1273782	0	10	73	10	73	1	0.89326	0
0	150	0	0	1273773	0	10	73	10	73	1	0.895706	0
0	150	0	0	1273778	0	10	73	10	73	0	0.886991	0
0	150	0	0	1273771	0	10	73	10	73	1	0.887079	0
0	150	0	0	1273779	0	10	73	10	73	0	0.8887	0
0	150	0	0	1273783	0	10	73	10	73	1	0.89759	0
0	150	0	0	1273776	0	10	73	10	73	0	0.886768	0
