Rep	Year	RepSeason	Species	IndID	Status	Natal_X	Natal_Y	X	Y	Sex	ProbViable	DistMoved
0	50	0	0	452155	0	0	108	0	108	1	0.931007	0
0	50	0	0	452183	0	0	108	0	108	1	0.915799	0
0	50	0	0	452170	0	0	108	0	108	1	0.91811	0
0	50	0	0	452185	0	0	108	0	108	0	0.923118	0
0	50	0	0	452178	0	0	108	0	108	0	0.925613	0
0	50	0	0	452172	0	0	108	0	108	1	0.910696	0
0	50	0	0	452167	0	0	108	0	108	0	0.909451	0
0	50	0	0	452177	0	0	108	0	108	1	0.922919	0
0	50	0	0	452179	0	0	108	0	108	1	0.916681	0
0	50	0	0	452189	0	0	108	0	108	1	0.915883	0
0	50	0	0	452160	0	0	108	0	108	0	0.917724	0
0	50	0	0	452181	0	0	108	0	108	1	0.921368	0
0	50	0	0	448556	4	0	106	0	108	1	0.917744	200
0	50	0	0	451913	4	1	108	0	108	1	0.933802	100
0	50	0	0	451915	5	1	108	0	108	0	0.92868	100
0	50	0	0	451939	4	1	108	0	108	1	0.931952	100
0	50	0	0	451940	5	1	108	0	108	0	0.926245	100
0	100	0	0	866016	6	2	113	3	115	0	0.898689	223.607
0	100	0	0	862545	6	0	90	0	89	1	0.911044	100
0	100	0	0	865827	6	13	129	13	127	1	0.921588	200
0	100	0	0	865293	6	5	91	8	92	0	0.906977	316.228
0	100	0	0	860445	6	10	93	12	91	0	0.906747	282.843
0	100	0	0	860725	6	7	127	9	127	1	0.898773	200
0	100	0	0	862712	6	15	92	16	94	0	0.916586	223.607
0	100	0	0	860466	6	10	93	7	93	1	0.901003	300
0	100	0	0	860691	6	2	94	0	94	0	0.9177	200
0	100	0	0	860729	6	7	127	9	129	0	0.902318	282.843
0	100	0	0	862092	6	1	76	2	75	1	0.908865	141.421
0	100	0	0	862558	6	0	90	0	89	1	0.909945	100
0	100	0	0	866437	6	19	110	19	111	1	0.912622	100
0	100	0	0	861999	6	1	128	4	129	0	0.912074	316.228
0	100	0	0	868156	6	12	100	12	101	1	0.917663	100
0	100	0	0	865767	6	18	96	19	97	1	0.912716	141.421
0	100	0	0	866767	6	5	120	6	121	1	0.903577	141.421
0	100	0	0	867599	6	11	105	12	106	1	0.921064	141.421
0	100	0	0	865102	6	19	91	18	90	0	0.906488	141.421
0	100	0	0	868145	6	12	100	12	99	1	0.899965	100
0	100	0	0	862342	6	12	111	12	112	0	0.923716	100
0	100	0	0	863479	6	5	76	5	78	1	0.892205	200
0	100	0	0	863055	6	4	117	4	115	1	0.913293	200
0	100	0	0	867994	6	17	120	14	123	1	0.907739	424.264
0	100	0	0	866675	6	14	93	15	94	0	0.919819	141.421
0	100	0	0	865308	6	9	89	7	94	0	0.926293	538.516
0	100	0	0	868353	6	13	118	13	119	1	0.914026	100
0	100	0	0	868267	6	2	119	1	118	1	0.903871	141.421
0	100	0	0	866236	6	11	121	7	125	0	0.926306	565.685
0	100	0	0	867606	6	11	105	11	106	1	0.914116	100
0	100	0	0	864137	6	11	86	10	85	0	0.917596	141.421
0	100	0	0	866778	6	5	120	4	120	0	0.901853	100
0	100	0	0	865575	6	18	103	16	107	0	0.90149	447.214
0	100	0	0	861303	6	13	108	14	107	1	0.901604	141.421
0	100	0	0	864558	6	4	99	3	98	1	0.913862	141.421
0	100	0	0	867083	6	10	112	7	111	0	0.917915	316.228
0	100	0	0	867991	6	17	120	17	119	0	0.90671	100
0	100	0	0	862334	6	12	111	12	112	1	0.919577	100
0	100	0	0	863370	6	18	83	19	83	1	0.913166	100
0	100	0	0	866940	6	4	126	3	122	1	0.921274	412.311
0	100	0	0	864697	6	10	96	8	94	1	0.918186	282.843
0	100	0	0	866014	6	2	113	4	110	0	0.913632	360.555
0	100	0	0	867661	6	12	103	13	103	1	0.908842	100
0	100	0	0	865231	6	10	124	9	128	0	0.912956	412.311
0	100	0	0	866559	6	17	109	16	107	1	0.906812	223.607
0	100	0	0	864663	6	2	78	0	82	1	0.900102	447.214
0	100	0	0	864984	6	4	112	6	111	0	0.910131	223.607
0	100	0	0	868102	6	18	77	19	78	1	0.909974	141.421
0	100	0	0	860628	6	6	108	4	108	1	0.928036	200
0	100	0	0	865769	6	18	96	18	97	0	0.910323	100
0	100	0	0	866371	6	4	92	0	95	0	0.903072	500
0	100	0	0	864168	6	1	121	1	123	0	0.902404	200
0	100	0	0	862536	6	0	90	0	94	0	0.914087	400
0	100	0	0	866672	6	14	93	15	94	0	0.917065	141.421
0	100	0	0	866785	6	5	120	4	120	0	0.922373	100
0	100	0	0	860875	6	17	72	16	73	1	0.906356	141.421
0	100	0	0	863069	6	4	117	3	117	1	0.916555	100
0	100	0	0	867241	6	6	134	6	133	0	0.918069	100
0	100	0	0	862542	6	0	90	0	89	0	0.908905	100
0	100	0	0	864720	6	10	96	10	99	0	0.9195	300
0	100	0	0	866269	6	12	93	11	91	1	0.916917	223.607
0	100	0	0	864885	6	0	106	8	110	1	0.906562	894.427
0	100	0	0	867053	6	10	112	10	111	0	0.91582	100
0	100	0	0	868490	6	0	108	8	111	0	0.89191	854.4
0	100	0	0	861520	6	16	126	15	124	0	0.910922	223.607
0	100	0	0	866647	6	17	81	18	81	0	0.892423	100
0	100	0	0	860177	6	5	100	4	101	1	0.915447	141.421
0	100	0	0	861846	6	12	87	11	91	1	0.899701	412.311
0	100	0	0	866645	6	17	81	18	81	0	0.893284	100
0	100	0	0	861315	6	13	108	15	107	1	0.935334	223.607
0	100	0	0	860882	6	17	72	17	73	1	0.910911	100
0	100	0	0	861508	6	16	126	15	126	1	0.901624	100
0	100	0	0	866047	6	2	113	3	114	1	0.904596	141.421
0	100	0	0	862309	6	12	111	12	112	0	0.905146	100
0	100	0	0	862419	6	18	94	17	94	0	0.901448	100
0	100	0	0	861972	6	8	106	9	106	1	0.906139	100
0	100	0	0	865295	6	5	91	6	92	1	0.921961	141.421
0	100	0	0	863935	6	10	79	11	78	0	0.914367	141.421
0	100	0	0	860109	0	7	75	7	75	0	0.919925	0
0	100	0	0	860117	0	7	75	7	75	0	0.910308	0
0	100	0	0	860114	0	7	75	7	75	0	0.911651	0
0	100	0	0	860116	0	7	75	7	75	0	0.917742	0
0	100	0	0	860119	0	7	75	7	75	0	0.917486	0
0	100	0	0	860125	0	7	75	7	75	1	0.91331	0
0	100	0	0	860120	0	7	75	7	75	0	0.919994	0
0	100	0	0	860124	0	7	75	7	75	1	0.906707	0
0	100	0	0	860110	0	7	75	7	75	1	0.916267	0
0	100	0	0	860123	0	7	75	7	75	1	0.923153	0
0	100	0	0	860111	0	7	75	7	75	0	0.913086	0
0	100	0	0	860115	0	7	75	7	75	0	0.907645	0
0	100	0	0	860108	0	7	75	7	75	0	0.922096	0
0	100	0	0	860112	0	7	75	7	75	1	0.92449	0
0	100	0	0	860113	0	7	75	7	75	1	0.923289	0
0	100	0	0	860122	0	7	75	7	75	1	0.919238	0
0	100	0	0	863474	4	5	76	7	75	1	0.903182	223.607
0	100	0	0	863977	5	10	73	7	75	0	0.905391	360.555
0	100	0	0	864548	5	8	76	7	75	1	0.908038	141.421
0	100	0	0	866835	5	7	72	7	75	0	0.919274	300
0	100	0	0	860129	0	19	72	19	72	0	0.911842	0
0	100	0	0	860131	0	19	72	19	72	0	0.910121	0
0	100	0	0	860128	0	19	72	19	72	0	0.902452	0
0	100	0	0	860130	0	19	72	19	72	0	0.916783	0
0	100	0	0	860160	0	5	100	5	100	1	0.919274	0
0	100	0	0	860175	0	5	100	5	100	1	0.919755	0
0	100	0	0	860164	0	5	100	5	100	1	0.915192	0
0	100	0	0	860181	0	5	100	5	100	0	0.913388	0
0	100	0	0	860145	0	5	100	5	100	1	0.910952	0
0	100	0	0	860156	0	5	100	5	100	1	0.912383	0
0	100	0	0	860180	0	5	100	5	100	1	0.916647	0
0	100	0	0	860178	0	5	100	5	100	0	0.924063	0
0	100	0	0	860134	0	5	100	5	100	0	0.917483	0
0	100	0	0	860148	0	5	100	5	100	1	0.917935	0
0	100	0	0	860135	0	5	100	5	100	1	0.907221	0
0	100	0	0	860173	0	5	100	5	100	0	0.915178	0
0	100	0	0	860132	0	5	100	5	100	0	0.904014	0
0	100	0	0	860138	0	5	100	5	100	0	0.910897	0
0	100	0	0	860167	0	5	100	5	100	0	0.913777	0
0	100	0	0	860176	0	5	100	5	100	1	0.908487	0
0	100	0	0	860174	0	5	100	5	100	0	0.909143	0
0	100	0	0	860171	0	5	100	5	100	1	0.931952	0
0	100	0	0	860133	0	5	100	5	100	1	0.905144	0
0	100	0	0	860166	0	5	100	5	100	1	0.904224	0
0	100	0	0	860169	0	5	100	5	100	1	0.925262	0
0	100	0	0	860149	0	5	100	5	100	1	0.932294	0
0	100	0	0	860168	0	5	100	5	100	0	0.911925	0
0	100	0	0	860162	0	5	100	5	100	0	0.912621	0
0	100	0	0	860172	0	5	100	5	100	1	0.924345	0
0	100	0	0	860140	0	5	100	5	100	0	0.906652	0
0	100	0	0	860155	0	5	100	5	100	1	0.917466	0
0	100	0	0	860139	0	5	100	5	100	0	0.91188	0
0	100	0	0	860150	0	5	100	5	100	0	0.922886	0
0	100	0	0	860170	0	5	100	5	100	1	0.917962	0
0	100	0	0	860179	0	5	100	5	100	1	0.923415	0
0	100	0	0	860141	0	5	100	5	100	0	0.904716	0
0	100	0	0	860143	0	5	100	5	100	1	0.915419	0
0	100	0	0	860147	0	5	100	5	100	1	0.92798	0
0	100	0	0	860163	0	5	100	5	100	1	0.917922	0
0	100	0	0	860161	0	5	100	5	100	0	0.917515	0
0	100	0	0	860146	0	5	100	5	100	1	0.925276	0
0	100	0	0	860142	0	5	100	5	100	1	0.903612	0
0	100	0	0	863573	4	5	99	5	100	0	0.916234	100
0	100	0	0	864613	5	4	104	5	100	0	0.90017	412.311
0	100	0	0	865063	5	3	103	5	100	1	0.901663	360.555
0	100	0	0	865356	4	5	98	5	100	1	0.915889	200
0	100	0	0	868200	4	8	102	5	100	1	0.92025	360.555
0	100	0	0	860205	0	1	109	1	109	0	0.90879	0
0	100	0	0	860195	0	1	109	1	109	0	0.909262	0
0	100	0	0	860209	0	1	109	1	109	0	0.913033	0
0	100	0	0	860193	0	1	109	1	109	1	0.908599	0
0	100	0	0	860196	0	1	109	1	109	1	0.914464	0
0	100	0	0	860204	0	1	109	1	109	0	0.892282	0
0	100	0	0	860198	0	1	109	1	109	0	0.911721	0
0	100	0	0	860208	0	1	109	1	109	1	0.916518	0
0	100	0	0	860185	0	1	109	1	109	1	0.909323	0
0	100	0	0	860200	0	1	109	1	109	1	0.916553	0
0	100	0	0	860186	0	1	109	1	109	1	0.910592	0
0	100	0	0	860219	0	1	109	1	109	1	0.913123	0
0	100	0	0	860182	0	1	109	1	109	0	0.900611	0
0	100	0	0	860187	0	1	109	1	109	1	0.907039	0
0	100	0	0	860212	0	1	109	1	109	1	0.912495	0
0	100	0	0	860199	0	1	109	1	109	1	0.91628	0
0	100	0	0	860220	0	1	109	1	109	1	0.919622	0
0	100	0	0	860217	0	1	109	1	109	0	0.897051	0
0	100	0	0	860183	0	1	109	1	109	0	0.911894	0
0	100	0	0	860211	0	1	109	1	109	0	0.899891	0
0	100	0	0	860215	0	1	109	1	109	1	0.895349	0
0	100	0	0	860201	0	1	109	1	109	0	0.900497	0
0	100	0	0	860214	0	1	109	1	109	0	0.917453	0
0	100	0	0	860207	0	1	109	1	109	0	0.915419	0
0	100	0	0	860218	0	1	109	1	109	1	0.904545	0
0	100	0	0	860190	0	1	109	1	109	0	0.903994	0
0	100	0	0	860203	0	1	109	1	109	1	0.910797	0
0	100	0	0	860188	0	1	109	1	109	0	0.915351	0
0	100	0	0	860202	0	1	109	1	109	0	0.898804	0
0	100	0	0	860216	0	1	109	1	109	1	0.899113	0
0	100	0	0	860206	0	1	109	1	109	1	0.913601	0
0	100	0	0	860191	0	1	109	1	109	0	0.920377	0
0	100	0	0	867134	4	1	110	1	109	0	0.906198	100
0	100	0	0	867147	5	1	110	1	109	0	0.902159	100
0	100	0	0	867161	5	1	110	1	109	1	0.92256	100
0	100	0	0	868223	4	1	108	1	109	1	0.887404	100
0	100	0	0	868244	4	1	108	1	109	1	0.907824	100
0	100	0	0	868473	5	0	108	1	109	1	0.921741	141.421
0	100	0	0	868486	5	0	108	1	109	1	0.908137	141.421
0	100	0	0	860246	0	2	100	2	100	1	0.911812	0
0	100	0	0	860234	0	2	100	2	100	1	0.904404	0
0	100	0	0	860250	0	2	100	2	100	1	0.912595	0
0	100	0	0	860233	0	2	100	2	100	0	0.913535	0
0	100	0	0	860236	0	2	100	2	100	1	0.908037	0
0	100	0	0	860245	0	2	100	2	100	0	0.909393	0
0	100	0	0	860237	0	2	100	2	100	0	0.904992	0
0	100	0	0	860249	0	2	100	2	100	1	0.89612	0
0	100	0	0	860224	0	2	100	2	100	0	0.913009	0
0	100	0	0	860241	0	2	100	2	100	1	0.904396	0
0	100	0	0	860226	0	2	100	2	100	1	0.909079	0
0	100	0	0	860247	0	2	100	2	100	1	0.913283	0
0	100	0	0	860221	0	2	100	2	100	0	0.915918	0
0	100	0	0	860227	0	2	100	2	100	1	0.912402	0
0	100	0	0	860252	0	2	100	2	100	0	0.893519	0
0	100	0	0	860240	0	2	100	2	100	1	0.900513	0
0	100	0	0	860232	0	2	100	2	100	1	0.90606	0
0	100	0	0	860243	0	2	100	2	100	1	0.89107	0
0	100	0	0	860222	0	2	100	2	100	1	0.923533	0
0	100	0	0	860251	0	2	100	2	100	0	0.904942	0
0	100	0	0	860254	0	2	100	2	100	0	0.919786	0
0	100	0	0	860242	0	2	100	2	100	0	0.916471	0
0	100	0	0	860253	0	2	100	2	100	1	0.895612	0
0	100	0	0	860248	0	2	100	2	100	0	0.90672	0
0	100	0	0	860229	0	2	100	2	100	1	0.915357	0
0	100	0	0	860231	0	2	100	2	100	1	0.90757	0
0	100	0	0	860244	0	2	100	2	100	1	0.902499	0
0	100	0	0	860310	5	0	102	2	100	1	0.896891	282.843
0	100	0	0	860319	5	0	102	2	100	1	0.910665	282.843
0	100	0	0	860401	5	0	97	2	100	1	0.902839	360.555
0	100	0	0	864576	5	4	99	2	100	1	0.915834	223.607
0	100	0	0	864898	5	0	106	2	100	0	0.917857	632.456
0	100	0	0	860274	0	2	84	2	84	1	0.910937	0
0	100	0	0	860264	0	2	84	2	84	1	0.90106	0
0	100	0	0	860278	0	2	84	2	84	0	0.91129	0
0	100	0	0	860263	0	2	84	2	84	0	0.903127	0
0	100	0	0	860265	0	2	84	2	84	1	0.90296	0
0	100	0	0	860273	0	2	84	2	84	0	0.911726	0
0	100	0	0	860266	0	2	84	2	84	1	0.912635	0
0	100	0	0	860277	0	2	84	2	84	1	0.906683	0
0	100	0	0	860257	0	2	84	2	84	1	0.91308	0
0	100	0	0	860268	0	2	84	2	84	1	0.90666	0
0	100	0	0	860258	0	2	84	2	84	1	0.91356	0
0	100	0	0	860275	0	2	84	2	84	1	0.901063	0
0	100	0	0	860255	0	2	84	2	84	0	0.906037	0
0	100	0	0	860259	0	2	84	2	84	1	0.909168	0
0	100	0	0	860280	0	2	84	2	84	0	0.905739	0
0	100	0	0	860267	0	2	84	2	84	0	0.910095	0
0	100	0	0	860262	0	2	84	2	84	1	0.908063	0
0	100	0	0	860271	0	2	84	2	84	0	0.910399	0
0	100	0	0	860256	0	2	84	2	84	1	0.912909	0
0	100	0	0	860279	0	2	84	2	84	0	0.912934	0
0	100	0	0	860282	0	2	84	2	84	1	0.908239	0
0	100	0	0	860270	0	2	84	2	84	1	0.902958	0
0	100	0	0	860281	0	2	84	2	84	0	0.914135	0
0	100	0	0	860276	0	2	84	2	84	0	0.90535	0
0	100	0	0	860260	0	2	84	2	84	1	0.909734	0
0	100	0	0	860261	0	2	84	2	84	0	0.915247	0
0	100	0	0	860272	0	2	84	2	84	0	0.90907	0
0	100	0	0	860505	5	4	84	2	84	0	0.91523	200
0	100	0	0	866693	5	4	82	2	84	0	0.927001	282.843
0	100	0	0	867014	5	3	84	2	84	1	0.907855	100
0	100	0	0	867028	5	3	84	2	84	1	0.903534	100
0	100	0	0	860284	0	11	119	11	119	1	0.917437	0
0	100	0	0	860293	0	11	119	11	119	0	0.919905	0
0	100	0	0	860289	0	11	119	11	119	0	0.898586	0
0	100	0	0	860292	0	11	119	11	119	1	0.91176	0
0	100	0	0	860294	0	11	119	11	119	1	0.923002	0
0	100	0	0	860298	0	11	119	11	119	1	0.929638	0
0	100	0	0	860296	0	11	119	11	119	1	0.908021	0
0	100	0	0	860300	0	11	119	11	119	1	0.91658	0
0	100	0	0	860285	0	11	119	11	119	1	0.915813	0
0	100	0	0	860299	0	11	119	11	119	0	0.916351	0
0	100	0	0	860286	0	11	119	11	119	0	0.918528	0
0	100	0	0	860290	0	11	119	11	119	0	0.910601	0
0	100	0	0	860283	0	11	119	11	119	0	0.903112	0
0	100	0	0	860287	0	11	119	11	119	1	0.900323	0
0	100	0	0	860288	0	11	119	11	119	1	0.91967	0
0	100	0	0	861637	5	11	120	11	119	0	0.914722	100
0	100	0	0	866928	5	11	115	11	119	1	0.904215	400
0	100	0	0	868336	5	13	118	11	119	0	0.912158	223.607
0	100	0	0	860302	0	4	72	4	72	0	0.904012	0
0	100	0	0	860305	0	4	72	4	72	1	0.906713	0
0	100	0	0	860307	0	4	72	4	72	0	0.92217	0
0	100	0	0	860303	0	4	72	4	72	0	0.895574	0
0	100	0	0	860304	0	4	72	4	72	1	0.901045	0
0	100	0	0	860301	0	4	72	4	72	0	0.892482	0
0	100	0	0	866346	4	3	70	4	72	0	0.907282	223.607
0	100	0	0	860335	0	0	102	0	102	1	0.910997	0
0	100	0	0	860321	0	0	102	0	102	1	0.912909	0
0	100	0	0	860340	0	0	102	0	102	0	0.917636	0
0	100	0	0	860320	0	0	102	0	102	0	0.913796	0
0	100	0	0	860323	0	0	102	0	102	0	0.885246	0
0	100	0	0	860334	0	0	102	0	102	0	0.915181	0
0	100	0	0	860324	0	0	102	0	102	1	0.88225	0
0	100	0	0	860339	0	0	102	0	102	0	0.907644	0
0	100	0	0	860312	0	0	102	0	102	1	0.902993	0
0	100	0	0	860326	0	0	102	0	102	0	0.906762	0
0	100	0	0	860313	0	0	102	0	102	1	0.887389	0
0	100	0	0	860336	0	0	102	0	102	1	0.912838	0
0	100	0	0	860309	0	0	102	0	102	0	0.914933	0
0	100	0	0	860314	0	0	102	0	102	0	0.91265	0
0	100	0	0	860343	0	0	102	0	102	0	0.904033	0
0	100	0	0	860325	0	0	102	0	102	1	0.886136	0
0	100	0	0	860317	0	0	102	0	102	0	0.902353	0
0	100	0	0	860330	0	0	102	0	102	1	0.894539	0
0	100	0	0	860311	0	0	102	0	102	0	0.900235	0
0	100	0	0	860342	0	0	102	0	102	1	0.913383	0
0	100	0	0	860331	0	0	102	0	102	1	0.90357	0
0	100	0	0	860329	0	0	102	0	102	1	0.896574	0
0	100	0	0	860344	0	0	102	0	102	1	0.905118	0
0	100	0	0	860338	0	0	102	0	102	0	0.913916	0
0	100	0	0	860315	0	0	102	0	102	1	0.898423	0
0	100	0	0	860316	0	0	102	0	102	0	0.892114	0
0	100	0	0	860228	4	2	100	0	102	0	0.912844	282.843
0	100	0	0	860230	4	2	100	0	102	0	0.914438	282.843
0	100	0	0	864269	5	2	103	0	102	1	0.925214	223.607
0	100	0	0	865256	5	2	105	0	102	1	0.92109	360.555
0	100	0	0	867237	4	6	134	8	138	1	0.922458	447.214
0	100	0	0	860347	0	12	84	12	84	1	0.905121	0
0	100	0	0	860356	0	12	84	12	84	0	0.902136	0
0	100	0	0	860352	0	12	84	12	84	1	0.904365	0
0	100	0	0	860354	0	12	84	12	84	0	0.89312	0
0	100	0	0	860357	0	12	84	12	84	1	0.909555	0
0	100	0	0	860359	0	12	84	12	84	1	0.912415	0
0	100	0	0	860358	0	12	84	12	84	0	0.900843	0
0	100	0	0	860351	0	12	84	12	84	1	0.906702	0
0	100	0	0	860348	0	12	84	12	84	0	0.908895	0
0	100	0	0	860360	0	12	84	12	84	1	0.914127	0
0	100	0	0	860349	0	12	84	12	84	0	0.91537	0
0	100	0	0	860353	0	12	84	12	84	0	0.891346	0
0	100	0	0	860346	0	12	84	12	84	0	0.90662	0
0	100	0	0	860350	0	12	84	12	84	0	0.904322	0
0	100	0	0	860549	5	11	88	12	84	1	0.896508	412.311
0	100	0	0	866580	5	9	81	12	84	1	0.914435	424.264
0	100	0	0	867946	4	17	83	12	84	1	0.91671	509.902
0	100	0	0	860362	0	6	123	6	123	1	0.906249	0
0	100	0	0	860370	0	6	123	6	123	0	0.895758	0
0	100	0	0	860367	0	6	123	6	123	1	0.90735	0
0	100	0	0	860369	0	6	123	6	123	1	0.900055	0
0	100	0	0	860372	0	6	123	6	123	0	0.912521	0
0	100	0	0	860374	0	6	123	6	123	0	0.905074	0
0	100	0	0	860373	0	6	123	6	123	0	0.903538	0
0	100	0	0	860377	0	6	123	6	123	1	0.917157	0
0	100	0	0	860363	0	6	123	6	123	0	0.904938	0
0	100	0	0	860375	0	6	123	6	123	1	0.924928	0
0	100	0	0	860364	0	6	123	6	123	1	0.910068	0
0	100	0	0	860368	0	6	123	6	123	0	0.902847	0
0	100	0	0	860361	0	6	123	6	123	1	0.913562	0
0	100	0	0	860365	0	6	123	6	123	1	0.92124	0
0	100	0	0	860366	0	6	123	6	123	0	0.934448	0
0	100	0	0	862138	5	6	115	6	123	0	0.910204	800
0	100	0	0	862963	5	8	122	6	123	0	0.918713	223.607
0	100	0	0	863726	5	8	121	6	123	0	0.90913	282.843
0	100	0	0	860398	0	0	97	0	97	1	0.906781	0
0	100	0	0	860388	0	0	97	0	97	1	0.892225	0
0	100	0	0	860403	0	0	97	0	97	0	0.908648	0
0	100	0	0	860387	0	0	97	0	97	1	0.893994	0
0	100	0	0	860389	0	0	97	0	97	1	0.912188	0
0	100	0	0	860397	0	0	97	0	97	1	0.913123	0
0	100	0	0	860390	0	0	97	0	97	0	0.902331	0
0	100	0	0	860402	0	0	97	0	97	0	0.907243	0
0	100	0	0	860381	0	0	97	0	97	1	0.923838	0
0	100	0	0	860392	0	0	97	0	97	1	0.907218	0
0	100	0	0	860382	0	0	97	0	97	0	0.91458	0
0	100	0	0	860399	0	0	97	0	97	1	0.911928	0
0	100	0	0	860379	0	0	97	0	97	0	0.895959	0
0	100	0	0	860383	0	0	97	0	97	0	0.913368	0
0	100	0	0	860406	0	0	97	0	97	0	0.892074	0
0	100	0	0	860391	0	0	97	0	97	1	0.895507	0
0	100	0	0	860386	0	0	97	0	97	1	0.919316	0
0	100	0	0	860411	0	0	97	0	97	0	0.902384	0
0	100	0	0	860380	0	0	97	0	97	1	0.909779	0
0	100	0	0	860405	0	0	97	0	97	1	0.89171	0
0	100	0	0	860409	0	0	97	0	97	1	0.889054	0
0	100	0	0	860393	0	0	97	0	97	0	0.903447	0
0	100	0	0	860408	0	0	97	0	97	1	0.897224	0
0	100	0	0	860400	0	0	97	0	97	0	0.919005	0
0	100	0	0	860413	0	0	97	0	97	0	0.910792	0
0	100	0	0	860385	0	0	97	0	97	0	0.908265	0
0	100	0	0	860396	0	0	97	0	97	0	0.909724	0
0	100	0	0	860384	0	0	97	0	97	1	0.905694	0
0	100	0	0	860394	0	0	97	0	97	0	0.902987	0
0	100	0	0	860410	0	0	97	0	97	0	0.900903	0
0	100	0	0	860235	5	2	100	0	97	1	0.916851	360.555
0	100	0	0	860689	5	2	94	0	97	1	0.919759	360.555
0	100	0	0	861811	5	2	95	0	97	1	0.896318	282.843
0	100	0	0	863131	4	1	97	0	97	1	0.896919	100
0	100	0	0	863132	5	1	97	0	97	1	0.895764	100
0	100	0	0	863136	5	1	97	0	97	1	0.914558	100
0	100	0	0	863148	5	1	97	0	97	0	0.899104	100
0	100	0	0	865386	5	5	98	0	97	0	0.920542	509.902
0	100	0	0	860416	0	2	132	2	132	0	0.921174	0
0	100	0	0	860424	0	2	132	2	132	0	0.906396	0
0	100	0	0	860421	0	2	132	2	132	0	0.908024	0
0	100	0	0	860423	0	2	132	2	132	0	0.913723	0
0	100	0	0	860425	0	2	132	2	132	1	0.914191	0
0	100	0	0	860415	0	2	132	2	132	1	0.917704	0
0	100	0	0	860426	0	2	132	2	132	0	0.915629	0
0	100	0	0	860420	0	2	132	2	132	1	0.918583	0
0	100	0	0	860417	0	2	132	2	132	1	0.920433	0
0	100	0	0	860419	0	2	132	2	132	0	0.911759	0
0	100	0	0	860418	0	2	132	2	132	1	0.930418	0
0	100	0	0	860422	0	2	132	2	132	0	0.927529	0
0	100	0	0	860428	0	13	130	13	130	0	0.911745	0
0	100	0	0	860427	0	13	130	13	130	0	0.915943	0
0	100	0	0	860453	0	10	93	10	93	1	0.909149	0
0	100	0	0	860469	0	10	93	10	93	0	0.897332	0
0	100	0	0	860457	0	10	93	10	93	1	0.902459	0
0	100	0	0	860441	0	10	93	10	93	1	0.908632	0
0	100	0	0	860444	0	10	93	10	93	1	0.906586	0
0	100	0	0	860452	0	10	93	10	93	1	0.905544	0
0	100	0	0	860446	0	10	93	10	93	1	0.905746	0
0	100	0	0	860472	0	10	93	10	93	0	0.895266	0
0	100	0	0	860433	0	10	93	10	93	1	0.905479	0
0	100	0	0	860448	0	10	93	10	93	1	0.880295	0
0	100	0	0	860434	0	10	93	10	93	1	0.917554	0
0	100	0	0	860465	0	10	93	10	93	1	0.905517	0
0	100	0	0	860431	0	10	93	10	93	0	0.912806	0
0	100	0	0	860435	0	10	93	10	93	0	0.906902	0
0	100	0	0	860459	0	10	93	10	93	1	0.914291	0
0	100	0	0	860471	0	10	93	10	93	1	0.906401	0
0	100	0	0	860467	0	10	93	10	93	1	0.912784	0
0	100	0	0	860463	0	10	93	10	93	1	0.909879	0
0	100	0	0	860432	0	10	93	10	93	0	0.917802	0
0	100	0	0	860458	0	10	93	10	93	1	0.927188	0
0	100	0	0	860461	0	10	93	10	93	1	0.916628	0
0	100	0	0	860449	0	10	93	10	93	1	0.905948	0
0	100	0	0	860460	0	10	93	10	93	1	0.931788	0
0	100	0	0	860455	0	10	93	10	93	1	0.906286	0
0	100	0	0	860464	0	10	93	10	93	0	0.911857	0
0	100	0	0	860439	0	10	93	10	93	0	0.91101	0
0	100	0	0	860451	0	10	93	10	93	0	0.907656	0
0	100	0	0	860438	0	10	93	10	93	0	0.920146	0
0	100	0	0	860450	0	10	93	10	93	1	0.913566	0
0	100	0	0	860462	0	10	93	10	93	0	0.91601	0
0	100	0	0	860473	0	10	93	10	93	0	0.900029	0
0	100	0	0	860440	0	10	93	10	93	0	0.906883	0
0	100	0	0	860442	0	10	93	10	93	1	0.909813	0
0	100	0	0	860447	0	10	93	10	93	0	0.900305	0
0	100	0	0	860456	0	10	93	10	93	1	0.905915	0
0	100	0	0	860454	0	10	93	10	93	0	0.920973	0
0	100	0	0	862204	5	2	102	10	93	0	0.9111	1204.16
0	100	0	0	863191	5	11	89	10	93	1	0.914036	412.311
0	100	0	0	863195	4	11	89	10	93	0	0.906822	412.311
0	100	0	0	866266	5	12	93	10	93	1	0.904405	200
0	100	0	0	860495	0	11	96	11	96	1	0.915804	0
0	100	0	0	860484	0	11	96	11	96	1	0.924626	0
0	100	0	0	860499	0	11	96	11	96	1	0.900958	0
0	100	0	0	860483	0	11	96	11	96	1	0.924214	0
0	100	0	0	860485	0	11	96	11	96	0	0.917311	0
0	100	0	0	860494	0	11	96	11	96	1	0.926068	0
0	100	0	0	860486	0	11	96	11	96	1	0.915686	0
0	100	0	0	860498	0	11	96	11	96	1	0.905051	0
0	100	0	0	860477	0	11	96	11	96	1	0.913083	0
0	100	0	0	860488	0	11	96	11	96	0	0.922802	0
0	100	0	0	860478	0	11	96	11	96	0	0.902111	0
0	100	0	0	860496	0	11	96	11	96	1	0.912545	0
